===2023-08-10 20:11:33===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
 Site-photo                         | Train Loss: 1.1778 | Train Acc: 1.0000
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedsam...
============ Train epoch 7 ============
 Site-photo                         | Train Loss: 0.0239 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1479 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0863 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0487 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0288 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0761 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0377 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0739 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0680 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0640 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.5292 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.6789 | Train Acc: 0.7727
 Site-art_painting                  | Train Loss: 0.7723 | Train Acc: 0.8000
 Site-art_painting                  | Train Loss: 0.6536 | Train Acc: 0.9028
 Site-art_painting                  | Train Loss: 0.5504 | Train Acc: 0.9062
 Site-cartoon                       | Train Loss: 1.1363 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 0.8610 | Train Acc: 0.8261
 Site-sketch                        | Train Loss: 1.4617 | Train Acc: 0.4828
Average Train Accuracy: 0.8983
 Site-photo                         | Val  Loss: 0.0338 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0826 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1012 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0781 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0342 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0433 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0542 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0539 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0390 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0369 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.5967 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.5605 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.6789 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.4794 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.6475 | Val  Acc: 0.8824
 Site-cartoon                       | Val  Loss: 1.0702 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.9385 | Val  Acc: 0.7792
 Site-sketch                        | Val  Loss: 1.4162 | Val  Acc: 0.4359
Average Valid Accuracy: 0.9122
============ Train epoch 8 ============
 Site-photo                         | Train Loss: 0.0147 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1135 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0586 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0194 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0186 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0411 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0221 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0397 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0449 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.0566 | Train Acc: 0.9932
 Site-art_painting                  | Train Loss: 0.4835 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.6205 | Train Acc: 0.7727
 Site-art_painting                  | Train Loss: 0.5299 | Train Acc: 0.9250
 Site-art_painting                  | Train Loss: 0.4560 | Train Acc: 0.9306
 Site-art_painting                  | Train Loss: 0.5216 | Train Acc: 0.9062
 Site-cartoon                       | Train Loss: 1.0590 | Train Acc: 0.7273
 Site-cartoon                       | Train Loss: 0.8485 | Train Acc: 0.8087
 Site-sketch                        | Train Loss: 1.4220 | Train Acc: 0.5345
Average Train Accuracy: 0.9185
 Site-photo                         | Val  Loss: 0.0481 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0881 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0899 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0562 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0248 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0338 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0345 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0469 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0267 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0336 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.5788 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.5254 | Val  Acc: 0.8667
 Site-art_painting                  | Val  Loss: 0.5259 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.5468 | Val  Acc: 0.8723
 Site-art_painting                  | Val  Loss: 0.6132 | Val  Acc: 0.8941
 Site-cartoon                       | Val  Loss: 1.0650 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 0.8798 | Val  Acc: 0.8442
 Site-sketch                        | Val  Loss: 1.3792 | Val  Acc: 0.5385
Average Valid Accuracy: 0.9082
============ Train epoch 9 ============
 Site-photo                         | Train Loss: 0.0160 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1469 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0666 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0149 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0129 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0410 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0162 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0304 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0475 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0415 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.4161 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.5096 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.5813 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.5030 | Train Acc: 0.9028
 Site-art_painting                  | Train Loss: 0.4968 | Train Acc: 0.9141
 Site-cartoon                       | Train Loss: 1.1680 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 0.8411 | Train Acc: 0.8174
 Site-sketch                        | Train Loss: 1.3796 | Train Acc: 0.5517
Average Train Accuracy: 0.9133
 Site-photo                         | Val  Loss: 0.0135 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0313 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.1480 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0416 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0371 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0242 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0291 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0672 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 0.0163 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0230 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.5008 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.5714 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.6166 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.4828 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.5431 | Val  Acc: 0.8941
 Site-cartoon                       | Val  Loss: 0.9585 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.9368 | Val  Acc: 0.7662
 Site-sketch                        | Val  Loss: 1.3800 | Val  Acc: 0.5385
Average Valid Accuracy: 0.9169
============ Train epoch 10 ============
 Site-photo                         | Train Loss: 0.0082 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1126 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0385 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0093 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0095 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0220 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0076 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0243 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0419 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.0200 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.4624 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.5236 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.6322 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 0.5223 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.4290 | Train Acc: 0.8984
 Site-cartoon                       | Train Loss: 0.9943 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.7519 | Train Acc: 0.8348
 Site-sketch                        | Train Loss: 1.3430 | Train Acc: 0.5345
Average Train Accuracy: 0.9191
 Site-photo                         | Val  Loss: 0.0393 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0350 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0429 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0413 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0125 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0147 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0223 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0275 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0147 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0259 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.5223 | Val  Acc: 0.7500
 Site-art_painting                  | Val  Loss: 0.4258 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.4735 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.3847 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.4341 | Val  Acc: 0.8941
 Site-cartoon                       | Val  Loss: 0.8331 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 0.8109 | Val  Acc: 0.8831
 Site-sketch                        | Val  Loss: 1.3218 | Val  Acc: 0.6410
Average Valid Accuracy: 0.9173
============ Train epoch 11 ============
 Site-photo                         | Train Loss: 0.0089 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1056 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0269 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0071 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0123 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0167 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0109 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0294 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0255 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0183 | Train Acc: 0.9932
 Site-art_painting                  | Train Loss: 0.3131 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.6344 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.5690 | Train Acc: 0.8250
 Site-art_painting                  | Train Loss: 0.5584 | Train Acc: 0.9306
 Site-art_painting                  | Train Loss: 0.4603 | Train Acc: 0.9062
 Site-cartoon                       | Train Loss: 0.9854 | Train Acc: 0.6364
 Site-cartoon                       | Train Loss: 0.7202 | Train Acc: 0.8087
 Site-sketch                        | Train Loss: 1.4118 | Train Acc: 0.5172
Average Train Accuracy: 0.9054
 Site-photo                         | Val  Loss: 0.0070 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0704 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0350 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0205 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0094 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0138 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0106 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0133 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0110 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0208 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.4596 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.4980 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.4405 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.3509 | Val  Acc: 0.9574
 Site-art_painting                  | Val  Loss: 0.4945 | Val  Acc: 0.8941
 Site-cartoon                       | Val  Loss: 0.7374 | Val  Acc: 1.0000
 Site-cartoon                       | Val  Loss: 0.7700 | Val  Acc: 0.8442
 Site-sketch                        | Val  Loss: 1.3432 | Val  Acc: 0.4872
Average Valid Accuracy: 0.9375
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-photo                     | Epoch:11 | Val Acc: 1.0000
 Best site-art_painting              | Epoch:11 | Val Acc: 0.8750
 Best site-art_painting              | Epoch:11 | Val Acc: 0.9333
 Best site-art_painting              | Epoch:11 | Val Acc: 0.8846
 Best site-art_painting              | Epoch:11 | Val Acc: 0.9574
 Best site-art_painting              | Epoch:11 | Val Acc: 0.8941
 Best site-cartoon                   | Epoch:11 | Val Acc: 1.0000
 Best site-cartoon                   | Epoch:11 | Val Acc: 0.8442
 Best site-sketch                    | Epoch:11 | Val Acc: 0.4872
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedsam...
============ Train epoch 12 ============
 Site-photo                         | Train Loss: 0.0136 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1168 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0268 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0063 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0054 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0324 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0077 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0108 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0507 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.0317 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3941 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.5361 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.6002 | Train Acc: 0.8500
 Site-art_painting                  | Train Loss: 0.4045 | Train Acc: 0.9306
 Site-art_painting                  | Train Loss: 0.3399 | Train Acc: 0.9297
 Site-cartoon                       | Train Loss: 0.8881 | Train Acc: 0.9091
 Site-cartoon                       | Train Loss: 0.7207 | Train Acc: 0.8174
 Site-sketch                        | Train Loss: 1.3851 | Train Acc: 0.4828
Average Train Accuracy: 0.9217
 Site-photo                         | Val  Loss: 0.0598 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0102 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0370 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0186 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0074 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0103 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0099 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0231 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0078 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0070 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3676 | Val  Acc: 0.8750
 Site-art_painting                  | Val  Loss: 0.2376 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.4826 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.3519 | Val  Acc: 0.9362
 Site-art_painting                  | Val  Loss: 0.4366 | Val  Acc: 0.9294
 Site-cartoon                       | Val  Loss: 0.7816 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.7254 | Val  Acc: 0.8961
 Site-sketch                        | Val  Loss: 1.3443 | Val  Acc: 0.4872
Average Valid Accuracy: 0.9275
============ Train epoch 13 ============
 Site-photo                         | Train Loss: 0.0034 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1344 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0372 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0061 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0047 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0155 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0076 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0691 | Train Acc: 0.9886
 Site-photo                         | Train Loss: 0.0248 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.0141 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3260 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.5136 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.5162 | Train Acc: 0.9000
 Site-art_painting                  | Train Loss: 0.5407 | Train Acc: 0.8889
 Site-art_painting                  | Train Loss: 0.4153 | Train Acc: 0.8828
 Site-cartoon                       | Train Loss: 0.9917 | Train Acc: 0.7273
 Site-cartoon                       | Train Loss: 0.6560 | Train Acc: 0.8522
 Site-sketch                        | Train Loss: 1.3268 | Train Acc: 0.5000
Average Train Accuracy: 0.9142
 Site-photo                         | Val  Loss: 0.0291 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0836 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0523 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0184 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0053 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0098 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0128 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0154 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0072 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0224 | Val  Acc: 0.9897
 Site-art_painting                  | Val  Loss: 0.2945 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3418 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.4718 | Val  Acc: 0.8846
 Site-art_painting                  | Val  Loss: 0.3454 | Val  Acc: 0.9362
 Site-art_painting                  | Val  Loss: 0.4549 | Val  Acc: 0.9294
 Site-cartoon                       | Val  Loss: 0.8966 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.7453 | Val  Acc: 0.8571
 Site-sketch                        | Val  Loss: 1.2526 | Val  Acc: 0.5128
Average Valid Accuracy: 0.9310
============ Train epoch 14 ============
 Site-photo                         | Train Loss: 0.0141 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1465 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0492 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0035 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0038 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0214 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0036 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0232 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0175 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0105 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3193 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.4721 | Train Acc: 0.8182
 Site-art_painting                  | Train Loss: 0.5179 | Train Acc: 0.8500
 Site-art_painting                  | Train Loss: 0.4041 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.3976 | Train Acc: 0.8984
 Site-cartoon                       | Train Loss: 0.9932 | Train Acc: 0.7273
 Site-cartoon                       | Train Loss: 0.6459 | Train Acc: 0.8783
 Site-sketch                        | Train Loss: 1.2814 | Train Acc: 0.4828
Average Train Accuracy: 0.9129
 Site-photo                         | Val  Loss: 0.0368 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0259 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0223 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0122 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0050 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0058 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0110 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0421 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 0.0039 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0050 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2914 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3885 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.3919 | Val  Acc: 0.9615
 Site-art_painting                  | Val  Loss: 0.3526 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.3755 | Val  Acc: 0.9529
 Site-cartoon                       | Val  Loss: 0.8122 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.7047 | Val  Acc: 0.8571
 Site-sketch                        | Val  Loss: 1.2736 | Val  Acc: 0.4872
Average Valid Accuracy: 0.9336
============ Train epoch 15 ============
 Site-photo                         | Train Loss: 0.0048 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1139 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0210 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0040 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0140 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0207 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0056 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0093 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0079 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0115 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3293 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.4550 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.5254 | Train Acc: 0.8750
 Site-art_painting                  | Train Loss: 0.6870 | Train Acc: 0.9306
 Site-art_painting                  | Train Loss: 0.3648 | Train Acc: 0.9219
 Site-cartoon                       | Train Loss: 0.9581 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.6148 | Train Acc: 0.8522
 Site-sketch                        | Train Loss: 1.2570 | Train Acc: 0.5000
Average Train Accuracy: 0.9235
 Site-photo                         | Val  Loss: 0.0560 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0289 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0162 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0128 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0049 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0073 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0070 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0205 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0048 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0041 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2895 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.3928 | Val  Acc: 0.9333
 Site-art_painting                  | Val  Loss: 0.3510 | Val  Acc: 0.9231
 Site-art_painting                  | Val  Loss: 0.3571 | Val  Acc: 0.9149
 Site-art_painting                  | Val  Loss: 0.3941 | Val  Acc: 0.9294
 Site-cartoon                       | Val  Loss: 0.8732 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 0.6805 | Val  Acc: 0.8831
 Site-sketch                        | Val  Loss: 1.2319 | Val  Acc: 0.5641
Average Valid Accuracy: 0.9368
============ Train epoch 16 ============
 Site-photo                         | Train Loss: 0.0030 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.1597 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 0.0320 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0028 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0028 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0079 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0026 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0180 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 0.0240 | Train Acc: 0.9912
 Site-photo                         | Train Loss: 0.0073 | Train Acc: 1.0000
 Site-art_painting                  | Train Loss: 0.3420 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.4453 | Train Acc: 0.8636
 Site-art_painting                  | Train Loss: 0.4984 | Train Acc: 0.8750
 Site-art_painting                  | Train Loss: 0.4067 | Train Acc: 0.9167
 Site-art_painting                  | Train Loss: 0.3283 | Train Acc: 0.9375
 Site-cartoon                       | Train Loss: 0.8249 | Train Acc: 0.8182
 Site-cartoon                       | Train Loss: 0.5992 | Train Acc: 0.8783
 Site-sketch                        | Train Loss: 1.2293 | Train Acc: 0.5000
Average Train Accuracy: 0.9245
 Site-photo                         | Val  Loss: 0.0391 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0149 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0319 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0116 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0047 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0069 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0181 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0037 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0040 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 0.0066 | Val  Acc: 1.0000
 Site-art_painting                  | Val  Loss: 0.2082 | Val  Acc: 1.0000
